Suburb,Rooms,Price,Date,Bedroom2,Bathroom,BuildingArea,YearBuilt,Regionname
Montmorency,3,820000,15/07/2017,3,2,157,2010,Eastern Metropolitan
Montmorency,3,1301000,15/07/2017,3,2,,1980,Eastern Metropolitan
Moonee Ponds,2,951000,15/07/2017,2,1,,1900,Western Metropolitan
Moonee Ponds,4,1425000,15/07/2017,4,2,151,1890,Western Metropolitan
Moorabbin,3,935000,15/07/2017,3,2,109,1985,Southern Metropolitan
Mooroolbark,3,637500,15/07/2017,3,1,,,Eastern Victoria
Mooroolbark,3,780000,15/07/2017,3,2,,,Eastern Victoria
Mount Waverley,3,1800000,15/07/2017,3,2,,,Eastern Metropolitan
Mount Waverley,3,1700000,15/07/2017,3,1,,,Eastern Metropolitan
Mount Waverley,5,2248000,15/07/2017,5,5,398,2016,Eastern Metropolitan
Mount Waverley,3,1260000,15/07/2017,3,1,148.47,1960,Eastern Metropolitan
Mulgrave,5,960000,15/07/2017,5,2,130,1965,South-Eastern Metropolitan
Murrumbeena,2,550000,15/07/2017,2,2,,,Southern Metropolitan
Murrumbeena,3,956000,15/07/2017,3,2,137,1994,Southern Metropolitan
Narre Warren,3,620000,15/07/2017,3,2,,,South-Eastern Metropolitan
Narre Warren,3,605000,15/07/2017,3,2,121,1990,South-Eastern Metropolitan
Newport,3,740000,15/07/2017,3,1,,,Western Metropolitan
Newport,3,990000,15/07/2017,3,2,,,Western Metropolitan
Niddrie,4,950000,15/07/2017,4,1,148,1970,Western Metropolitan
Noble Park,4,650000,15/07/2017,4,1,,,South-Eastern Metropolitan
Noble Park,3,752000,15/07/2017,3,2,,,South-Eastern Metropolitan
North Melbourne,2,541000,15/07/2017,2,1,53,2004,Northern Metropolitan
Northcote,3,1307500,15/07/2017,3,2,124,1920,Northern Metropolitan
Northcote,3,1100000,15/07/2017,3,1,,1940,Northern Metropolitan
Northcote,3,1050000,15/07/2017,3,1,,,Northern Metropolitan
Northcote,3,1800000,15/07/2017,3,1,,1950,Northern Metropolitan
Northcote,3,1550000,15/07/2017,3,2,,,Northern Metropolitan
Notting Hill,4,1211000,15/07/2017,4,3,167,1970,Southern Metropolitan
Oak Park,3,970000,15/07/2017,3,2,,,Northern Metropolitan
Oak Park,4,1453000,15/07/2017,4,2,,,Northern Metropolitan
Oakleigh,4,1610000,15/07/2017,4,2,193,1950,Southern Metropolitan
Oakleigh East,2,1150000,15/07/2017,2,1,122,1970,Southern Metropolitan
Officer,4,559000,15/07/2017,4,2,,2015,Eastern Victoria
Pakenham,4,435000,15/07/2017,4,2,553,2005,Eastern Victoria
Parkdale,3,1190000,15/07/2017,3,2,131,2013,South-Eastern Metropolitan
Parkdale,1,503750,15/07/2017,1,1,88,2007,South-Eastern Metropolitan
Pascoe Vale,2,962000,15/07/2017,2,1,,,Northern Metropolitan
Pascoe Vale,3,629000,15/07/2017,3,2,,,Northern Metropolitan
Pascoe Vale,3,881000,15/07/2017,3,1,,,Northern Metropolitan
Point Cook,4,690000,15/07/2017,4,2,531,2012,Western Metropolitan
Point Cook,4,596000,15/07/2017,4,2,182.9,2006,Western Metropolitan
Point Cook,4,698000,15/07/2017,4,2,190,2012,Western Metropolitan
Prahran,2,500000,15/07/2017,2,1,78,1960,Southern Metropolitan
Preston,4,1060500,15/07/2017,4,2,130,,Northern Metropolitan
Preston,4,990000,15/07/2017,4,2,,,Northern Metropolitan
Reservoir,2,652000,15/07/2017,2,1,,1970,Northern Metropolitan
Reservoir,3,953000,15/07/2017,3,1,115,1970,Northern Metropolitan
Reservoir,2,468000,15/07/2017,2,1,81,2012,Northern Metropolitan
Reservoir,2,710000,15/07/2017,2,2,138,2013,Northern Metropolitan
Reservoir,3,550000,15/07/2017,3,1,,,Northern Metropolitan
Reservoir,3,725000,15/07/2017,3,1,,,Northern Metropolitan
Reservoir,3,880000,15/07/2017,3,2,,,Northern Metropolitan
Reservoir,2,502000,15/07/2017,2,1,69,2015,Northern Metropolitan
Reservoir,3,1175000,15/07/2017,3,1,,,Northern Metropolitan
Richmond,1,432000,15/07/2017,1,1,,,Northern Metropolitan
Richmond,2,800000,15/07/2017,2,2,89,2008,Northern Metropolitan
Ringwood East,3,710000,15/07/2017,3,1,88,1989,Eastern Metropolitan
Rosanna,2,1310000,15/07/2017,2,1,,,Eastern Metropolitan
Rosanna,2,855000,15/07/2017,2,1,,,Eastern Metropolitan
Rowville,3,735000,15/07/2017,3,2,143,1984,South-Eastern Metropolitan
Rowville,3,755000,15/07/2017,3,2,178,2003,South-Eastern Metropolitan
Roxburgh Park,3,537000,15/07/2017,3,2,156,1994,Northern Metropolitan
Seaford,2,386000,15/07/2017,2,1,106,1970,South-Eastern Metropolitan
Seaford,4,763000,15/07/2017,4,2,184.75,1980,South-Eastern Metropolitan
Seaford,3,725000,15/07/2017,3,1,,,South-Eastern Metropolitan
Seaford,4,768000,15/07/2017,4,2,170,1970,South-Eastern Metropolitan
South Melbourne,3,2800000,15/07/2017,3,2,193.74,1860,Southern Metropolitan
South Morang,2,345000,15/07/2017,2,1,131,1999,Northern Metropolitan
South Yarra,2,666000,15/07/2017,2,1,73,2005,Southern Metropolitan
South Yarra,2,910000,15/07/2017,2,2,,,Southern Metropolitan
South Yarra,1,401500,15/07/2017,1,1,,1960,Southern Metropolitan
Springvale,3,760000,15/07/2017,3,1,,,South-Eastern Metropolitan
St Albans,2,610000,15/07/2017,2,1,135,1975,Western Metropolitan
St Albans,3,550000,15/07/2017,3,1,130,1965,Western Metropolitan
St Albans,4,520000,15/07/2017,4,2,110,1950,Western Metropolitan
St Helena,3,805000,15/07/2017,3,1,,,Eastern Metropolitan
St Kilda,2,470000,15/07/2017,2,1,67,1950,Southern Metropolitan
St Kilda,3,1000000,15/07/2017,3,1,,,Southern Metropolitan
Sunshine,3,860000,15/07/2017,3,1,126,1910,Western Metropolitan
Sunshine,3,532000,15/07/2017,3,1,,1985,Western Metropolitan
Sunshine,3,960000,15/07/2017,3,2,,,Western Metropolitan
Sunshine West,3,630000,15/07/2017,3,1,,,Western Metropolitan
Sunshine West,4,580000,15/07/2017,4,2,,,Western Metropolitan
Taylors Lakes,4,853000,15/07/2017,4,3,330,1990,Western Metropolitan
Taylors Lakes,4,704000,15/07/2017,4,2,,,Western Metropolitan
Thomastown,3,508000,15/07/2017,3,2,,,Northern Metropolitan
Thornbury,3,1236000,15/07/2017,3,1,,,Northern Metropolitan
Thornbury,1,328000,15/07/2017,1,1,,1970,Northern Metropolitan
Toorak,2,1140000,15/07/2017,2,2,119,1990,Southern Metropolitan
Travancore,2,341500,15/07/2017,2,1,68.5,2012,Western Metropolitan
Tullamarine,2,470000,15/07/2017,2,1,,1960,Western Metropolitan
Vermont,3,1111500,15/07/2017,3,1,94,1960,Eastern Metropolitan
Wantirna,4,1214000,15/07/2017,4,1,,,Eastern Metropolitan
Wantirna South,4,1045000,15/07/2017,4,3,153,1990,Eastern Metropolitan
Wantirna South,3,622000,15/07/2017,3,1,71,2012,Eastern Metropolitan
Warrandyte,3,826000,15/07/2017,3,2,135,1975,Eastern Metropolitan
Waterways,4,1265000,15/07/2017,4,2,,,South-Eastern Metropolitan
Watsonia,2,604000,15/07/2017,2,1,,,Northern Metropolitan
Watsonia,2,655000,15/07/2017,2,1,98,1975,Northern Metropolitan
Watsonia North,3,740000,15/07/2017,4,1,,,Northern Metropolitan
Werribee,3,505000,15/07/2017,3,2,116,1987,Western Metropolitan
Werribee,3,570000,15/07/2017,3,1,,1965,Western Metropolitan
Werribee,3,453000,15/07/2017,3,1,,,Western Metropolitan
Werribee,2,335000,15/07/2017,2,1,113,1980,Western Metropolitan
West Footscray,1,280000,15/07/2017,1,1,,1970,Western Metropolitan
West Footscray,4,955000,15/07/2017,4,1,,,Western Metropolitan
West Footscray,3,700000,15/07/2017,3,2,131,2013,Western Metropolitan
West Melbourne,1,380000,15/07/2017,1,1,,,Northern Metropolitan
West Melbourne,4,1900000,15/07/2017,4,1,,,Northern Metropolitan
Westmeadows,3,800000,15/07/2017,3,2,142,1985,Northern Metropolitan
Wheelers Hill,5,1090000,15/07/2017,5,2,246,1978,South-Eastern Metropolitan
Williamstown,4,1920000,15/07/2017,4,2,178,1900,Western Metropolitan
Wollert,4,530000,15/07/2017,4,2,155,2011,Northern Metropolitan
Yarraville,3,982500,15/07/2017,3,2,122,1945,Western Metropolitan
Yarraville,3,1400000,15/07/2017,3,3,,1990,Western Metropolitan
Yarraville,3,1042000,15/07/2017,3,1,,,Western Metropolitan
Yarraville,3,1230000,15/07/2017,3,1,144,1880,Western Metropolitan
Yarraville,3,1005000,15/07/2017,3,1,,,Western Metropolitan
Abbotsford,2,911000,22/07/2017,2,1,,,Northern Metropolitan
Abbotsford,2,1190000,22/07/2017,2,2,175,2000,Northern Metropolitan
Aberfeldie,3,2050000,22/07/2017,3,2,,,Western Metropolitan
Aberfeldie,3,1680000,22/07/2017,3,2,136,1965,Western Metropolitan
Aberfeldie,1,280000,22/07/2017,1,1,,1970,Western Metropolitan
Aberfeldie,1,310000,22/07/2017,1,1,,1970,Western Metropolitan
Aberfeldie,5,1472000,22/07/2017,5,3,,,Western Metropolitan
Airport West,2,454000,22/07/2017,2,1,,1985,Western Metropolitan
Altona,3,1005000,22/07/2017,3,1,,,Western Metropolitan
Altona,4,820000,22/07/2017,4,2,,1970,Western Metropolitan
Altona,4,1360000,22/07/2017,4,2,,,Western Metropolitan
Altona,3,950000,22/07/2017,3,1,,,Western Metropolitan
Altona Meadows,3,620000,22/07/2017,3,1,107,1975,Western Metropolitan
Altona North,3,830000,22/07/2017,3,2,130,1965,Western Metropolitan
Altona North,3,730000,22/07/2017,3,1,,,Western Metropolitan
Altona North,4,805000,22/07/2017,4,2,146,1950,Western Metropolitan
Altona North,2,510000,22/07/2017,2,1,100,2001,Western Metropolitan
Ardeer,3,645000,22/07/2017,3,1,,,Western Metropolitan
Armadale,2,486000,22/07/2017,2,1,63,1960,Southern Metropolitan
Ascot Vale,3,855000,22/07/2017,3,1,129,2011,Western Metropolitan
Ascot Vale,2,1035000,22/07/2017,2,1,117,1900,Western Metropolitan
Ascot Vale,3,1310000,22/07/2017,3,1,,,Western Metropolitan
Ashwood,4,1450000,22/07/2017,4,2,154,1965,Southern Metropolitan
Ashwood,3,1060000,22/07/2017,3,2,1,2000,Southern Metropolitan
Aspendale,3,970000,22/07/2017,4,2,154,1960,South-Eastern Metropolitan
Aspendale Gardens,4,840000,22/07/2017,4,2,,,South-Eastern Metropolitan
Avondale Heights,4,665000,22/07/2017,4,1,,,Western Metropolitan
Avondale Heights,3,750000,22/07/2017,3,1,103,1990,Western Metropolitan
Avondale Heights,5,800000,22/07/2017,5,2,166,1985,Western Metropolitan
Balwyn,2,800000,22/07/2017,2,1,,1960,Southern Metropolitan
Balwyn,5,2400000,22/07/2017,5,3,,,Southern Metropolitan
Balwyn North,5,2400000,22/07/2017,5,4,262,1980,Southern Metropolitan
Balwyn North,3,2668000,22/07/2017,3,1,,,Southern Metropolitan
Balwyn North,4,1750000,22/07/2017,4,1,,,Southern Metropolitan
Balwyn North,4,1850000,22/07/2017,4,4,266,1960,Southern Metropolitan
Beaconsfield,4,670000,22/07/2017,4,2,244,2005,Eastern Victoria
Beaumaris,3,1850000,22/07/2017,3,3,203,2007,Southern Metropolitan
Bellfield,2,906000,22/07/2017,2,1,109.98,1960,Eastern Metropolitan
Bentleigh,3,1640000,22/07/2017,3,1,,,Southern Metropolitan
Bentleigh,3,1610000,22/07/2017,3,2,,,Southern Metropolitan
Bentleigh,2,410000,22/07/2017,2,1,75,1967,Southern Metropolitan
Bentleigh,5,1500000,22/07/2017,5,2,188,1950,Southern Metropolitan
Bentleigh East,2,860000,22/07/2017,2,1,,1990,Southern Metropolitan
Berwick,4,775000,22/07/2017,4,2,,,Eastern Victoria
Berwick,3,755000,22/07/2017,3,2,,,Eastern Victoria
Blackburn,3,1020000,22/07/2017,3,1,,,Eastern Metropolitan
Blackburn South,3,874000,22/07/2017,3,2,103,2014,Eastern Metropolitan
Braybrook,3,560000,22/07/2017,3,1,137,2002,Western Metropolitan
Brighton East,2,620000,22/07/2017,2,1,,,Southern Metropolitan
Brighton East,3,1500000,22/07/2017,3,2,,1990,Southern Metropolitan
Broadmeadows,1,1100000,22/07/2017,1,1,,,Northern Metropolitan
Broadmeadows,3,450000,22/07/2017,3,1,100,1960,Northern Metropolitan
Broadmeadows,3,560000,22/07/2017,3,1,,,Northern Metropolitan
Brunswick,3,1120000,22/07/2017,3,1,107,1920,Northern Metropolitan
Brunswick,2,1110000,22/07/2017,2,1,101,1922,Northern Metropolitan
Brunswick,3,1260000,22/07/2017,3,2,,,Northern Metropolitan
Brunswick,4,1790000,22/07/2017,4,3,238,1950,Northern Metropolitan
Brunswick East,1,390500,22/07/2017,1,1,49,2011,Northern Metropolitan
Bundoora,4,800000,22/07/2017,4,1,132,,Northern Metropolitan
Bundoora,5,999000,22/07/2017,5,2,268,1991,Northern Metropolitan
Bundoora,3,680000,22/07/2017,3,1,,,Northern Metropolitan
Cairnlea,4,750000,22/07/2017,4,2,,,Western Metropolitan
Camberwell,3,1830000,22/07/2017,3,2,,,Southern Metropolitan
Carlton,3,920000,22/07/2017,3,1,,,Northern Metropolitan
Carlton North,3,1400000,22/07/2017,3,2,,,Northern Metropolitan
Carnegie,2,796000,22/07/2017,2,1,86,1975,Southern Metropolitan
Carnegie,2,1630000,22/07/2017,2,1,,,Southern Metropolitan
Carnegie,3,1050000,22/07/2017,3,1,133,1990,Southern Metropolitan
Carrum,3,825000,22/07/2017,3,2,,,South-Eastern Metropolitan
Caulfield North,2,610000,22/07/2017,2,1,88,2007,Southern Metropolitan
Chadstone,3,977500,22/07/2017,3,3,,2012,Southern Metropolitan
Chelsea,2,639000,22/07/2017,2,1,104,1980,South-Eastern Metropolitan
Cheltenham,4,1138000,22/07/2017,4,2,,,Southern Metropolitan
Cheltenham,3,1050000,22/07/2017,3,1,169,1970,Southern Metropolitan
Clifton Hill,2,640000,22/07/2017,2,2,110,2011,Northern Metropolitan
Coburg,3,1285000,22/07/2017,3,1,143,1930,Northern Metropolitan
Coburg,3,890000,22/07/2017,3,2,,2015,Northern Metropolitan
Collingwood,2,1080000,22/07/2017,2,1,94,1890,Northern Metropolitan
Craigieburn,6,1000000,22/07/2017,6,3,40,,Northern Metropolitan
Craigieburn,3,607500,22/07/2017,3,2,185,1999,Northern Metropolitan
Craigieburn,3,500000,22/07/2017,3,2,150,2008,Northern Metropolitan
Craigieburn,3,515000,22/07/2017,3,2,122.25,,Northern Metropolitan
Craigieburn,3,510000,22/07/2017,3,2,161,2014,Northern Metropolitan
Craigieburn,4,592500,22/07/2017,4,2,188,2011,Northern Metropolitan
Craigieburn,4,595000,22/07/2017,4,2,,2015,Northern Metropolitan
Croydon,3,1005000,22/07/2017,3,1,,,Eastern Metropolitan
Dandenong,3,669000,22/07/2017,3,1,145,1960,South-Eastern Metropolitan
Dandenong,3,880000,22/07/2017,3,2,,,South-Eastern Metropolitan
Dandenong North,3,560000,22/07/2017,3,1,,,South-Eastern Metropolitan
Dandenong North,5,895000,22/07/2017,5,2,186,1970,South-Eastern Metropolitan
Deepdene,2,710000,22/07/2017,2,1,,,Southern Metropolitan
Deer Park,3,572000,22/07/2017,3,3,,,Western Metropolitan
Delahey,4,505000,22/07/2017,4,2,105.9,1995,Western Metropolitan
Delahey,3,550000,22/07/2017,3,2,,,Western Metropolitan
Doncaster,5,1530000,22/07/2017,5,3,215,1975,Eastern Metropolitan
Doncaster East,3,816000,22/07/2017,3,1,121,2010,Eastern Metropolitan
Doncaster East,4,1385000,22/07/2017,4,3,203,1980,Eastern Metropolitan
Donvale,3,900000,22/07/2017,3,1,,,Eastern Metropolitan
Doveton,2,472500,22/07/2017,2,1,74,1960,South-Eastern Metropolitan
East Melbourne,1,895000,22/07/2017,1,1,60,1990,Northern Metropolitan
Edithvale,2,724000,22/07/2017,2,1,104,2000,South-Eastern Metropolitan
Elsternwick,3,1975000,22/07/2017,3,2,165,1900,Southern Metropolitan
Elsternwick,3,1200000,22/07/2017,3,1,117,1965,Southern Metropolitan
Eltham,3,751000,22/07/2017,3,2,,2009,Eastern Metropolitan
Elwood,2,635000,22/07/2017,2,1,,,Southern Metropolitan
Elwood,2,630000,22/07/2017,2,1,73,1970,Southern Metropolitan
Elwood,2,730000,22/07/2017,2,2,,2013,Southern Metropolitan
Epping,4,600000,22/07/2017,4,2,,,Northern Metropolitan
Epping,3,410000,22/07/2017,3,1,,,Northern Metropolitan
Epping,3,545000,22/07/2017,3,1,,,Northern Metropolitan
Essendon,3,1620000,22/07/2017,3,1,,,Western Metropolitan
Essendon,1,326000,22/07/2017,1,1,,,Western Metropolitan
Essendon North,3,1535000,22/07/2017,3,1,152,1925,Western Metropolitan
Fawkner,2,830000,22/07/2017,2,1,102,1950,Northern Metropolitan
Ferntree Gully,3,740000,22/07/2017,3,1,118,1955,Eastern Metropolitan
Flemington,2,505000,22/07/2017,2,1,,,Northern Metropolitan
Footscray,2,430000,22/07/2017,2,1,110,2007,Western Metropolitan
Footscray,3,900000,22/07/2017,3,1,106,1880,Western Metropolitan
Footscray,4,1000000,22/07/2017,4,2,206,1994,Western Metropolitan
Footscray,4,891000,22/07/2017,4,1,101.7,1920,Western Metropolitan
Forest Hill,3,742000,22/07/2017,3,1,,,Eastern Metropolitan
Forest Hill,3,1011000,22/07/2017,3,1,114,1960,Eastern Metropolitan
Frankston,4,600500,22/07/2017,4,2,,,South-Eastern Metropolitan
Frankston South,3,665000,22/07/2017,3,1,,,South-Eastern Metropolitan
Gladstone Park,3,645000,22/07/2017,3,1,,,Western Metropolitan
Gladstone Park,3,627000,22/07/2017,3,1,,,Western Metropolitan
Glen Iris,2,580000,22/07/2017,2,1,62,1970,Southern Metropolitan
Glen Iris,2,519500,22/07/2017,2,1,73,1970,Southern Metropolitan
Glen Waverley,2,656000,22/07/2017,2,1,120,2012,Eastern Metropolitan
Glen Waverley,2,730000,22/07/2017,2,1,,,Eastern Metropolitan
Glen Waverley,5,1182000,22/07/2017,5,2,152,1975,Eastern Metropolitan
Glen Waverley,4,1500000,22/07/2017,4,2,,,Eastern Metropolitan
Glen Waverley,3,1800000,22/07/2017,3,1,,,Eastern Metropolitan
Glen Waverley,5,1832000,22/07/2017,5,2,,,Eastern Metropolitan
Glen Waverley,3,1000000,22/07/2017,3,2,124,1996,Eastern Metropolitan
Glenroy,2,493000,22/07/2017,2,1,201,2000,Northern Metropolitan
Glenroy,3,940000,22/07/2017,3,2,173,1960,Northern Metropolitan
Glenroy,2,435000,22/07/2017,2,1,73,2010,Northern Metropolitan
Greensborough,3,725000,22/07/2017,3,2,,,Northern Metropolitan
Greenvale,3,476500,22/07/2017,3,1,,,Northern Metropolitan
Hadfield,4,741000,22/07/2017,4,1,158,1960,Northern Metropolitan
Hadfield,3,550000,22/07/2017,3,1,100,1950,Northern Metropolitan
Hampton,3,1930000,22/07/2017,3,2,,,Southern Metropolitan
Hampton,3,1405000,22/07/2017,3,2,139,2014,Southern Metropolitan
Hawthorn,2,500000,22/07/2017,2,1,,,Southern Metropolitan
Hawthorn East,2,520000,22/07/2017,2,1,,,Southern Metropolitan
Heathmont,4,1270500,22/07/2017,4,2,180,1957,Eastern Metropolitan
Heathmont,3,751000,22/07/2017,3,1,129,1950,Eastern Metropolitan
Heidelberg,3,1515000,22/07/2017,3,1,,1950,Eastern Metropolitan
Heidelberg West,2,735000,22/07/2017,2,1,,,Eastern Metropolitan
Heidelberg West,4,590000,22/07/2017,4,2,,,Eastern Metropolitan
Highett,3,1460000,22/07/2017,3,2,,,Southern Metropolitan
Highett,4,1535000,22/07/2017,4,2,719,1998,Southern Metropolitan
Hillside,4,700000,22/07/2017,4,2,236,1995,Western Metropolitan
Hoppers Crossing,3,520000,22/07/2017,3,1,109,1986,Western Metropolitan
Hoppers Crossing,4,650000,22/07/2017,4,2,205,1985,Western Metropolitan
Hoppers Crossing,4,576000,22/07/2017,4,2,,,Western Metropolitan
Hughesdale,2,472000,22/07/2017,2,1,70,1970,Southern Metropolitan
Ivanhoe,2,880000,22/07/2017,2,1,113,2005,Eastern Metropolitan
Ivanhoe,4,985000,22/07/2017,4,3,154,2016,Eastern Metropolitan
Jacana,3,528000,22/07/2017,3,1,92,1960,Northern Metropolitan
Kealba,4,590000,22/07/2017,4,2,,,Western Metropolitan
Keilor East,3,918000,22/07/2017,3,2,166,2000,Western Metropolitan
Keilor East,3,777000,22/07/2017,3,2,,1950,Western Metropolitan
Keilor East,4,880000,22/07/2017,4,1,,,Western Metropolitan
Kew,2,591000,22/07/2017,2,1,90,1887,Southern Metropolitan
Kings Park,3,565000,22/07/2017,3,2,106.9,1980,Western Metropolitan
Kurunjang,4,362000,22/07/2017,4,2,141,1970,Northern Victoria
Kurunjang,3,330000,22/07/2017,3,1,,,Northern Victoria
Lalor,3,798000,22/07/2017,3,1,,1964,Northern Metropolitan
Lalor,3,560000,22/07/2017,3,1,104,1970,Northern Metropolitan
Langwarrin,3,447000,22/07/2017,3,1,102,2002,Eastern Victoria
Langwarrin,4,900000,22/07/2017,4,2,,,Eastern Victoria
Maidstone,3,681000,22/07/2017,3,1,93.82,1950,Western Metropolitan
Maidstone,3,1005000,22/07/2017,3,1,109,1930,Western Metropolitan
Maidstone,2,468000,22/07/2017,2,1,89,1990,Western Metropolitan
Maidstone,2,650000,22/07/2017,2,1,,,Western Metropolitan
Malvern East,3,1638000,22/07/2017,3,1,,,Southern Metropolitan
Maribyrnong,3,640000,22/07/2017,3,2,132,2000,Western Metropolitan
Maribyrnong,2,410000,22/07/2017,2,1,,,Western Metropolitan
Meadow Heights,3,420000,22/07/2017,3,1,94,1990,Northern Metropolitan
Melton South,3,375000,22/07/2017,3,1,,1983,Western Victoria
Melton South,3,326000,22/07/2017,3,1,115,1985,Western Victoria
Melton South,3,400000,22/07/2017,3,2,,,Western Victoria
Melton South,3,412250,22/07/2017,3,1,,,Western Victoria
Melton West,3,371500,22/07/2017,3,2,,,Northern Victoria
Mill Park,3,725000,22/07/2017,3,2,129,1980,Northern Metropolitan
Mitcham,3,1101000,22/07/2017,3,1,132.6,1950,Eastern Metropolitan
Mitcham,4,926000,22/07/2017,4,3,170,2000,Eastern Metropolitan
Moonee Ponds,1,362000,22/07/2017,1,1,55,2015,Western Metropolitan
Mordialloc,1,309000,22/07/2017,1,1,42,1978,South-Eastern Metropolitan
Mount Waverley,3,1267000,22/07/2017,3,2,,,Eastern Metropolitan
Mount Waverley,2,611000,22/07/2017,2,1,82,1970,Eastern Metropolitan
Mount Waverley,4,1750000,22/07/2017,4,2,,,Eastern Metropolitan
Mulgrave,3,755000,22/07/2017,3,2,132,2005,South-Eastern Metropolitan
Mulgrave,3,862000,22/07/2017,3,2,3,2002,South-Eastern Metropolitan
Mulgrave,3,815500,22/07/2017,3,2,104,1960,South-Eastern Metropolitan
Newport,3,1100000,22/07/2017,3,2,154.3,1940,Western Metropolitan
Niddrie,4,1130000,22/07/2017,4,2,163,1975,Western Metropolitan
Niddrie,4,1006000,22/07/2017,4,2,178.74,2008,Western Metropolitan
Noble Park,2,445000,22/07/2017,2,1,82,1998,South-Eastern Metropolitan
Noble Park,3,650000,22/07/2017,3,1,130,1970,South-Eastern Metropolitan
North Melbourne,2,465000,22/07/2017,2,1,53,2010,Northern Metropolitan
Northcote,3,1290000,22/07/2017,3,2,,1910,Northern Metropolitan
Northcote,3,1335000,22/07/2017,3,1,112,1920,Northern Metropolitan
Northcote,1,352500,22/07/2017,1,1,,,Northern Metropolitan
Northcote,3,1875000,22/07/2017,3,1,,1950,Northern Metropolitan
Oakleigh South,4,1390000,22/07/2017,4,2,243,2010,South-Eastern Metropolitan
Pakenham,4,643500,22/07/2017,4,2,300,2010,Eastern Victoria
Pascoe Vale,2,541000,22/07/2017,2,1,,,Northern Metropolitan
Pascoe Vale,2,510000,22/07/2017,2,1,88.3,2012,Northern Metropolitan
Pascoe Vale,2,550000,22/07/2017,2,1,80.7,2008,Northern Metropolitan
Pascoe Vale,2,580000,22/07/2017,2,1,111,2010,Northern Metropolitan
Pascoe Vale,2,706000,22/07/2017,2,1,,1998,Northern Metropolitan
Port Melbourne,2,559000,22/07/2017,2,1,,1968,Southern Metropolitan
Prahran,2,570000,22/07/2017,2,2,,,Southern Metropolitan
Preston,1,250000,22/07/2017,1,1,34,1965,Northern Metropolitan
Preston,1,392000,22/07/2017,1,1,41,1965,Northern Metropolitan
Preston,1,505000,22/07/2017,1,1,43,2000,Northern Metropolitan
Preston,3,980000,22/07/2017,3,1,107,1925,Northern Metropolitan
Reservoir,2,495000,22/07/2017,2,1,,2013,Northern Metropolitan
Reservoir,2,320000,22/07/2017,2,1,65,1965,Northern Metropolitan
Reservoir,2,617500,22/07/2017,2,2,114,2010,Northern Metropolitan
Reservoir,5,1282500,22/07/2017,5,2,251,2015,Northern Metropolitan
Reservoir,4,760500,22/07/2017,4,1,,,Northern Metropolitan
Richmond,2,419000,22/07/2017,2,1,51,2011,Northern Metropolitan
Richmond,3,1590000,22/07/2017,3,2,,,Northern Metropolitan
Richmond,2,592000,22/07/2017,2,2,,,Northern Metropolitan
Richmond,2,1667500,22/07/2017,2,2,141,1940,Northern Metropolitan
Richmond,2,685000,22/07/2017,2,2,77,2011,Northern Metropolitan
Ringwood,3,882500,22/07/2017,3,2,145,1975,Eastern Metropolitan
Ringwood,3,910000,22/07/2017,3,2,162,1977,Eastern Metropolitan
Ringwood East,3,777000,22/07/2017,3,2,,,Eastern Metropolitan
Roxburgh Park,3,510000,22/07/2017,3,2,,2000,Northern Metropolitan
Sandringham,3,1651000,22/07/2017,3,2,125,1950,Southern Metropolitan
Sandringham,2,770000,22/07/2017,2,1,,1970,Southern Metropolitan
Scoresby,4,1040000,22/07/2017,4,2,152,1970,Eastern Metropolitan
Scoresby,4,1120000,22/07/2017,4,2,179,1985,Eastern Metropolitan
Seddon,3,886000,22/07/2017,3,2,,2005,Western Metropolitan
South Morang,3,601000,22/07/2017,3,2,,,Northern Metropolitan
South Morang,4,810000,22/07/2017,4,2,,,Northern Metropolitan
South Morang,5,945000,22/07/2017,5,3,,,Northern Metropolitan
South Morang,3,500000,22/07/2017,3,2,118,2008,Northern Metropolitan
South Yarra,2,747500,22/07/2017,2,1,,,Southern Metropolitan
South Yarra,1,420000,22/07/2017,1,1,43,1960,Southern Metropolitan
South Yarra,2,460000,22/07/2017,2,2,63,2014,Southern Metropolitan
South Yarra,2,1340000,22/07/2017,2,2,133,1995,Southern Metropolitan
Springvale,2,580000,22/07/2017,2,2,89.25,,South-Eastern Metropolitan
Springvale South,3,700000,22/07/2017,3,1,105,1980,South-Eastern Metropolitan
St Albans,3,627000,22/07/2017,3,1,,,Western Metropolitan
St Kilda,1,360000,22/07/2017,1,1,49,1971,Southern Metropolitan
St Kilda,2,530000,22/07/2017,2,1,,,Southern Metropolitan
St Kilda,2,533000,22/07/2017,2,1,,1960,Southern Metropolitan
St Kilda,3,1180000,22/07/2017,3,2,,,Southern Metropolitan
Strathmore,4,1220000,22/07/2017,4,1,185,1960,Western Metropolitan
Sunbury,3,500000,22/07/2017,3,1,127,1975,Western Metropolitan
Sunbury,3,438000,22/07/2017,3,1,96,1994,Western Metropolitan
Sunshine,3,910000,22/07/2017,3,1,,1950,Western Metropolitan
Sunshine North,4,650000,22/07/2017,4,2,181.6,2005,Western Metropolitan
Sunshine North,3,595000,22/07/2017,3,1,,,Western Metropolitan
Sunshine West,3,710000,22/07/2017,3,1,,,Western Metropolitan
Sunshine West,3,615000,22/07/2017,3,2,27,1999,Western Metropolitan
Sunshine West,4,859000,22/07/2017,4,2,,,Western Metropolitan
